delta,a_speed,a_position,delta_theta_a,d_speed,d_position,delta_theta_d
0.05028510093688965,0,123,4,0,51,4
0.050461769104003906,0,127,4,0,54,3
0.0577397346496582,0,131,4,0,59,5
0.050267934799194336,0,136,5,0,63,4
0.04911231994628906,0,139,3,0,66,3
0.04906320571899414,0,143,4,0,70,4
0.0502781867980957,0,147,4,0,73,3
0.049060821533203125,0,151,4,0,77,4
0.05160069465637207,0,155,4,0,81,4
0.049642086029052734,0,159,4,0,84,3
0.049620628356933594,0,162,3,0,88,4
0.04977869987487793,0,166,4,0,92,4
0.051363468170166016,0,170,4,0,95,3
0.13813209533691406,0,-180,10,0,105,10
0.9438977241516113,0,-105,75,0,175,70
0.16361045837402344,0,-93,12,0,-174,1
0.10521125793457031,0,-84,9,0,-166,8
0.19582414627075195,0,-69,15,0,-152,14
0.29941892623901367,0,-46,23,0,-130,22
0.5065674781799316,0,-6,40,0,-93,37
0.3220336437225342,0,19,13,0,-69,24
0.3045766353607178,0,43,24,0,-47,22
0.17020297050476074,0,57,14,0,-34,13
0.05539202690124512,0,61,4,0,-30,4
0.05369091033935547,0,65,4,0,-26,4
0.05318093299865723,0,70,5,0,-23,3
0.053710222244262695,0,74,4,0,-19,4
0.05420327186584473,0,78,4,0,-15,4
0.0596623420715332,0,83,5,0,-10,5
0.053525686264038086,0,87,4,0,-6,4
0.05265092849731445,0,91,4,0,-3,3
0.05289149284362793,0,95,4,0,2,1
0.05588865280151367,0,99,4,0,6,4
0.05408477783203125,0,103,4,0,9,3
0.05455350875854492,0,108,5,0,14,5
0.057430267333984375,0,112,4,0,18,4
0.055106401443481445,0,116,4,0,22,4
0.05785870552062988,0,121,5,0,26,4
0.05457663536071777,0,126,5,0,30,4
0.0562441349029541,0,130,4,0,34,4
0.057008981704711914,0,134,4,0,38,4
0.056131839752197266,0,139,5,0,42,4
0.05599236488342285,0,143,4,0,47,5
0.05804324150085449,0,147,4,0,51,4
0.05776524543762207,0,152,5,0,55,4
0.05762839317321777,0,156,4,0,59,4
0.055032968521118164,0,161,5,0,63,4
0.05358409881591797,0,165,4,0,67,4
